image,category,ear,mar
a1083.png,non_drowsy,0.2773624007915806,0.0196306365992711
a1079.png,non_drowsy,0.2906408078545395,0.007988759733879
a1067.png,non_drowsy,0.3520082416450214,0.0287313620847413
a1064.png,non_drowsy,0.2713627039937311,0.0371906563169531
a1052.png,non_drowsy,0.3413441056235112,0.0169467185432876
a1058.png,non_drowsy,0.3289082575185009,0.0291062936910688
a1057.png,non_drowsy,0.3196297036794091,0.0192782690582621
a1054.png,non_drowsy,0.3438651140268726,0.0281649092082795
a1059.png,non_drowsy,0.2614276814865149,0.0136376659149749
a1066.png,non_drowsy,0.3252286636559787,0.0058470534620468
a1072.png,non_drowsy,0.2740170629863765,0.0216171152836457
a1076.png,non_drowsy,0.3154758608447351,0.0382308229575552
a1070.png,non_drowsy,0.3157348575516231,0.0141095251815452
a1077.png,non_drowsy,0.3122275982095722,0.0258313100109022
a1082.png,non_drowsy,0.321000744254049,0.0199538818703859
a1055.png,non_drowsy,0.3036824517075949,0.0134104351376301
a1056.png,non_drowsy,0.3370983858397059,0.0526489433950468
a1065.png,non_drowsy,0.2952194594138277,0.0199538818703859
a1073.png,non_drowsy,0.2818443285067106,0.0112978123621917
a1063.png,non_drowsy,0.2947442017823903,0.0415804178262696
a1071.png,non_drowsy,0.3065924777564904,0.0134104351376301
a1053.png,non_drowsy,0.3227315416163231,0.0196190012190351
a1081.png,non_drowsy,0.3035544964576967,0.0196102615937359
a1074.png,non_drowsy,0.3078737328381032,0.0082689823059472
a1060.png,non_drowsy,0.3171758619527148,0.0338983050847457
a1075.png,non_drowsy,0.3227393500120132,0.2496900718665466
a1062.png,non_drowsy,0.3327370702727255,0.0958606174949277
a1078.png,non_drowsy,0.332543014064572,0.0114925448338965
a1084.png,non_drowsy,0.2294141524918377,0.0120110127481248
a1068.png,non_drowsy,0.3484171923249896,0.0185953281584765
a1061.png,non_drowsy,0.3357579492798876,0.0119028642779219
a1107.png,non_drowsy,0.2348501048042189,0.0601391859496341
a1086.png,non_drowsy,0.2720512079693529,0.0211613555022983
a1097.png,non_drowsy,0.2199916491737805,0.1828890649513654
a1093.png,non_drowsy,0.3088744803629943,0.206060606060606
a1105.png,non_drowsy,0.2701480714627572,0.0301026393758379
a1114.png,non_drowsy,0.2770486813637476,0.1068705749818644
a1110.png,non_drowsy,0.2836141272129677,0.0335098168558152
a1091.png,non_drowsy,0.2919805982644173,0.1963666711490744
a1100.png,non_drowsy,0.3005883882911837,0.1553369403888369
a1101.png,non_drowsy,0.3096366164187626,0.0342914187458325
a1094.png,non_drowsy,0.2604944253987428,0.1278695918723872
a1090.png,non_drowsy,0.2651820831733666,0.0166666666666666
a1098.png,non_drowsy,0.2465086338019377,0.0227846242318844
a1112.png,non_drowsy,0.328993038243534,0.0620173672946042
a1104.png,non_drowsy,0.2704522214958613,0.0677868741731507
a1117.png,non_drowsy,0.2401419625107401,0.0650073967637606
a1116.png,non_drowsy,0.2560698668374051,0.2204293486015118
a1103.png,non_drowsy,0.2612703218346746,0.04999305700198
